room,type,date,time,value
Servertelpa,co2,01/17/2020,10:45:29 AM,400
Servertelpa,co2,01/17/2020,10:30:29 AM,427
Servertelpa,co2,01/17/2020,10:15:29 AM,420
Servertelpa,co2,01/17/2020,10:00:29 AM,420
Servertelpa,co2,01/17/2020,09:45:29 AM,419
Servertelpa,co2,01/17/2020,09:30:29 AM,417
Servertelpa,co2,01/17/2020,09:15:29 AM,404
Servertelpa,co2,01/17/2020,09:00:29 AM,412
Servertelpa,co2,01/17/2020,08:45:29 AM,412
Servertelpa,co2,01/17/2020,08:30:29 AM,412
Servertelpa,co2,01/17/2020,08:15:29 AM,415
Servertelpa,co2,01/17/2020,08:00:29 AM,397
Servertelpa,co2,01/17/2020,07:45:29 AM,424
Servertelpa,co2,01/17/2020,07:30:29 AM,408
Servertelpa,co2,01/17/2020,07:15:29 AM,407
Servertelpa,co2,01/17/2020,07:00:29 AM,399
Servertelpa,co2,01/17/2020,06:45:29 AM,406
Servertelpa,co2,01/17/2020,06:30:29 AM,399
Servertelpa,co2,01/17/2020,06:15:29 AM,418
Servertelpa,co2,01/17/2020,06:00:29 AM,400
Servertelpa,co2,01/17/2020,05:45:29 AM,417
Servertelpa,co2,01/17/2020,05:30:29 AM,422
Servertelpa,co2,01/17/2020,05:15:29 AM,409
Servertelpa,co2,01/17/2020,05:00:29 AM,408
Servertelpa,co2,01/17/2020,04:45:29 AM,415
Servertelpa,co2,01/17/2020,04:30:29 AM,414
Servertelpa,co2,01/17/2020,04:15:29 AM,412
Servertelpa,co2,01/17/2020,04:00:29 AM,416
Servertelpa,co2,01/17/2020,03:45:29 AM,411
Servertelpa,co2,01/17/2020,03:30:29 AM,412
Servertelpa,co2,01/17/2020,03:15:29 AM,418
Servertelpa,co2,01/17/2020,03:00:29 AM,431
Servertelpa,co2,01/17/2020,02:45:29 AM,410
Servertelpa,co2,01/17/2020,02:30:29 AM,424
Servertelpa,co2,01/17/2020,02:15:29 AM,415
Servertelpa,co2,01/17/2020,02:00:29 AM,421
Servertelpa,co2,01/17/2020,01:45:29 AM,420
Servertelpa,co2,01/17/2020,01:30:30 AM,418
Servertelpa,co2,01/17/2020,01:15:30 AM,422
Servertelpa,co2,01/17/2020,01:00:30 AM,424
Servertelpa,co2,01/17/2020,12:45:30 AM,429
Servertelpa,co2,01/17/2020,12:30:30 AM,427
Servertelpa,co2,01/17/2020,12:15:30 AM,436
Servertelpa,co2,01/17/2020,12:00:30 AM,427
Servertelpa,co2,01/16/2020,11:45:30 PM,417
Servertelpa,co2,01/16/2020,11:30:30 PM,418
Servertelpa,co2,01/16/2020,11:15:30 PM,436
Servertelpa,co2,01/16/2020,11:00:30 PM,433
Servertelpa,co2,01/16/2020,10:45:30 PM,431
Servertelpa,co2,01/16/2020,10:30:30 PM,430
Servertelpa,co2,01/16/2020,10:15:30 PM,434
Servertelpa,co2,01/16/2020,10:00:30 PM,430
Servertelpa,co2,01/16/2020,09:45:30 PM,439
Servertelpa,co2,01/16/2020,09:30:30 PM,437
Servertelpa,co2,01/16/2020,09:15:30 PM,455
Servertelpa,co2,01/16/2020,09:00:30 PM,437
Servertelpa,co2,01/16/2020,08:45:30 PM,458
Servertelpa,co2,01/16/2020,08:30:30 PM,439
Servertelpa,co2,01/16/2020,08:15:30 PM,440
Servertelpa,co2,01/16/2020,08:00:30 PM,441
Servertelpa,co2,01/16/2020,07:45:30 PM,427
Servertelpa,co2,01/16/2020,07:30:30 PM,452
Servertelpa,co2,01/16/2020,07:15:30 PM,437
Servertelpa,co2,01/16/2020,07:00:30 PM,436
Servertelpa,co2,01/16/2020,06:45:30 PM,440
Servertelpa,co2,01/16/2020,06:30:30 PM,443
Servertelpa,co2,01/16/2020,06:15:30 PM,455
Servertelpa,co2,01/16/2020,06:00:30 PM,434
Servertelpa,co2,01/16/2020,05:45:30 PM,440
Servertelpa,co2,01/16/2020,05:30:30 PM,456
Servertelpa,co2,01/16/2020,05:15:30 PM,431
Servertelpa,co2,01/16/2020,05:00:30 PM,439
Servertelpa,co2,01/16/2020,04:45:30 PM,447
Servertelpa,co2,01/16/2020,04:30:30 PM,450
Servertelpa,co2,01/16/2020,04:15:30 PM,430
Servertelpa,co2,01/16/2020,04:00:30 PM,439
Servertelpa,co2,01/16/2020,03:45:31 PM,442
Servertelpa,co2,01/16/2020,03:30:31 PM,434
Servertelpa,co2,01/16/2020,03:15:31 PM,441
Servertelpa,co2,01/16/2020,03:00:31 PM,440
Servertelpa,co2,01/16/2020,02:45:31 PM,442
Servertelpa,co2,01/16/2020,02:30:31 PM,433
Servertelpa,co2,01/16/2020,02:15:31 PM,442
Servertelpa,co2,01/16/2020,02:00:31 PM,427
Servertelpa,co2,01/16/2020,01:45:31 PM,441
Servertelpa,co2,01/16/2020,01:30:31 PM,425
Servertelpa,co2,01/16/2020,01:15:31 PM,429
Servertelpa,co2,01/16/2020,01:00:31 PM,437
Servertelpa,co2,01/16/2020,12:45:31 PM,422
Servertelpa,co2,01/16/2020,12:30:31 PM,431
Servertelpa,co2,01/16/2020,12:15:31 PM,415
Servertelpa,co2,01/16/2020,12:00:31 PM,426
Servertelpa,co2,01/16/2020,11:15:31 AM,420
Servertelpa,co2,01/16/2020,11:00:31 AM,428
Servertelpa,co2,01/16/2020,10:45:31 AM,426
Servertelpa,co2,01/16/2020,10:30:31 AM,421
Servertelpa,co2,01/16/2020,10:15:31 AM,419
Servertelpa,co2,01/16/2020,10:00:31 AM,405
Servertelpa,co2,01/16/2020,09:30:31 AM,418
Servertelpa,co2,01/16/2020,09:15:31 AM,407
Servertelpa,co2,01/16/2020,09:00:31 AM,420
Servertelpa,co2,01/16/2020,08:45:31 AM,419
Servertelpa,co2,01/16/2020,08:30:31 AM,407
Servertelpa,co2,01/16/2020,08:15:31 AM,420
Servertelpa,co2,01/16/2020,08:00:31 AM,426
Servertelpa,co2,01/16/2020,07:45:31 AM,431
Servertelpa,co2,01/16/2020,07:30:31 AM,418
Servertelpa,co2,01/16/2020,07:15:31 AM,397
Servertelpa,co2,01/16/2020,07:00:31 AM,398
Servertelpa,co2,01/16/2020,06:45:31 AM,413
Servertelpa,co2,01/16/2020,06:30:31 AM,429
Servertelpa,co2,01/16/2020,06:15:31 AM,407
Servertelpa,co2,01/16/2020,06:00:32 AM,410
Servertelpa,co2,01/16/2020,05:45:32 AM,423
Servertelpa,co2,01/16/2020,05:30:32 AM,420
Servertelpa,co2,01/16/2020,05:15:32 AM,439
Servertelpa,co2,01/16/2020,05:00:32 AM,430
Servertelpa,co2,01/16/2020,04:45:32 AM,439
Servertelpa,co2,01/16/2020,04:30:32 AM,423
Servertelpa,co2,01/16/2020,04:15:32 AM,434
Servertelpa,co2,01/16/2020,04:00:32 AM,419
Servertelpa,co2,01/16/2020,03:45:32 AM,423
Servertelpa,co2,01/16/2020,03:30:32 AM,412
Servertelpa,co2,01/16/2020,03:15:32 AM,423
Servertelpa,co2,01/16/2020,03:00:32 AM,418
Servertelpa,co2,01/16/2020,02:45:32 AM,419
Servertelpa,co2,01/16/2020,02:30:32 AM,431
Servertelpa,co2,01/16/2020,02:15:32 AM,429
Servertelpa,co2,01/16/2020,02:00:32 AM,442
Servertelpa,co2,01/16/2020,01:45:32 AM,411
Servertelpa,co2,01/16/2020,01:30:32 AM,431
Servertelpa,co2,01/16/2020,01:00:32 AM,441
Servertelpa,co2,01/16/2020,12:45:32 AM,428
Servertelpa,co2,01/16/2020,12:30:32 AM,438
Servertelpa,co2,01/16/2020,12:15:32 AM,431
Servertelpa,co2,01/16/2020,12:00:32 AM,441
Servertelpa,co2,01/15/2020,11:45:32 PM,436
Servertelpa,co2,01/15/2020,11:30:32 PM,440
Servertelpa,co2,01/15/2020,11:15:32 PM,434
Servertelpa,co2,01/15/2020,11:00:32 PM,468
Servertelpa,co2,01/15/2020,10:45:32 PM,453
Servertelpa,co2,01/15/2020,10:30:32 PM,446
Servertelpa,co2,01/15/2020,10:15:32 PM,447
Servertelpa,co2,01/15/2020,10:00:32 PM,485
Servertelpa,co2,01/15/2020,09:45:32 PM,447
Servertelpa,co2,01/15/2020,09:30:32 PM,451
Servertelpa,co2,01/15/2020,09:15:32 PM,458
Servertelpa,co2,01/15/2020,09:00:32 PM,467
Servertelpa,co2,01/15/2020,08:45:32 PM,468
Servertelpa,co2,01/15/2020,08:30:32 PM,461
Servertelpa,co2,01/15/2020,08:15:33 PM,485
Servertelpa,co2,01/15/2020,08:00:33 PM,470
Servertelpa,co2,01/15/2020,07:45:33 PM,479
Servertelpa,co2,01/15/2020,07:30:33 PM,489
Servertelpa,co2,01/15/2020,07:15:33 PM,472
Servertelpa,co2,01/15/2020,07:00:33 PM,490
Servertelpa,co2,01/15/2020,06:45:33 PM,476
Servertelpa,co2,01/15/2020,06:30:33 PM,497
Servertelpa,co2,01/15/2020,06:15:33 PM,474
Servertelpa,co2,01/15/2020,06:00:33 PM,492
Servertelpa,co2,01/15/2020,05:45:33 PM,486
Servertelpa,co2,01/15/2020,05:30:33 PM,497
Servertelpa,co2,01/15/2020,05:15:33 PM,487
Servertelpa,co2,01/15/2020,05:00:33 PM,506
Servertelpa,co2,01/15/2020,04:45:33 PM,501
Servertelpa,co2,01/15/2020,04:30:33 PM,477
Servertelpa,co2,01/15/2020,04:15:33 PM,491
Servertelpa,co2,01/15/2020,04:00:33 PM,501
Servertelpa,co2,01/15/2020,03:45:33 PM,485
Servertelpa,co2,01/15/2020,03:30:33 PM,478
Servertelpa,co2,01/15/2020,03:15:33 PM,473
Servertelpa,co2,01/15/2020,03:00:33 PM,459
Servertelpa,co2,01/15/2020,02:30:33 PM,455
Servertelpa,co2,01/15/2020,02:15:33 PM,456
Servertelpa,co2,01/15/2020,02:00:33 PM,462
Servertelpa,co2,01/15/2020,01:45:33 PM,457
Servertelpa,co2,01/15/2020,01:30:33 PM,469
Servertelpa,co2,01/15/2020,01:15:33 PM,460
Servertelpa,co2,01/15/2020,01:00:33 PM,437
Servertelpa,co2,01/15/2020,12:45:33 PM,446
Servertelpa,co2,01/15/2020,12:30:33 PM,441
Servertelpa,co2,01/15/2020,12:15:33 PM,444
Servertelpa,co2,01/15/2020,12:00:33 PM,456
Servertelpa,co2,01/15/2020,11:45:33 AM,440
Servertelpa,co2,01/15/2020,11:30:33 AM,442
Servertelpa,co2,01/15/2020,11:15:33 AM,437
Servertelpa,co2,01/15/2020,11:00:33 AM,431
Servertelpa,co2,01/15/2020,10:45:33 AM,433
Servertelpa,co2,01/15/2020,10:30:34 AM,443
Servertelpa,co2,01/15/2020,10:15:34 AM,436
Servertelpa,co2,01/15/2020,10:00:34 AM,437
Servertelpa,co2,01/15/2020,09:45:34 AM,434
Servertelpa,co2,01/15/2020,09:30:34 AM,444
Servertelpa,co2,01/15/2020,09:15:34 AM,422
Servertelpa,co2,01/15/2020,09:00:34 AM,420
Servertelpa,co2,01/15/2020,08:45:34 AM,435
Servertelpa,co2,01/15/2020,08:30:34 AM,411
Servertelpa,co2,01/15/2020,08:15:34 AM,424
Servertelpa,co2,01/15/2020,08:00:34 AM,412
Servertelpa,co2,01/15/2020,07:45:34 AM,407
Servertelpa,co2,01/15/2020,07:30:34 AM,414
Servertelpa,co2,01/15/2020,07:15:34 AM,415
Servertelpa,co2,01/15/2020,07:00:34 AM,410
Servertelpa,co2,01/15/2020,06:45:34 AM,403
Servertelpa,co2,01/15/2020,06:30:34 AM,404
Servertelpa,co2,01/15/2020,06:15:34 AM,426
Servertelpa,co2,01/15/2020,06:00:34 AM,404
Servertelpa,co2,01/15/2020,05:45:34 AM,435
Servertelpa,co2,01/15/2020,05:30:34 AM,419
Servertelpa,co2,01/15/2020,05:15:34 AM,409
Servertelpa,co2,01/15/2020,05:00:34 AM,428
Servertelpa,co2,01/15/2020,04:45:34 AM,430
Servertelpa,co2,01/15/2020,04:30:34 AM,432
Servertelpa,co2,01/15/2020,04:15:34 AM,419
Servertelpa,co2,01/15/2020,04:00:34 AM,421
Servertelpa,co2,01/15/2020,03:45:34 AM,422
Servertelpa,co2,01/15/2020,03:30:34 AM,423
Servertelpa,co2,01/15/2020,03:15:34 AM,419
Servertelpa,co2,01/15/2020,03:00:34 AM,414
Servertelpa,co2,01/15/2020,02:45:34 AM,424
Servertelpa,co2,01/15/2020,02:15:34 AM,418
Servertelpa,co2,01/15/2020,02:00:34 AM,440
Servertelpa,co2,01/15/2020,01:45:34 AM,454
Servertelpa,co2,01/15/2020,01:30:34 AM,436
Servertelpa,co2,01/15/2020,01:15:34 AM,439
Servertelpa,co2,01/15/2020,01:00:34 AM,437
Servertelpa,co2,01/15/2020,12:45:35 AM,451
Servertelpa,co2,01/15/2020,12:30:35 AM,435
Servertelpa,co2,01/15/2020,12:15:35 AM,445
Servertelpa,co2,01/15/2020,12:00:35 AM,451
Servertelpa,co2,01/14/2020,11:45:35 PM,449
Servertelpa,co2,01/14/2020,11:30:35 PM,462
Servertelpa,co2,01/14/2020,11:15:35 PM,447
Servertelpa,co2,01/14/2020,11:00:35 PM,464
Servertelpa,co2,01/14/2020,10:45:35 PM,470
Servertelpa,co2,01/14/2020,10:30:35 PM,473
Servertelpa,co2,01/14/2020,10:15:35 PM,463
Servertelpa,co2,01/14/2020,10:00:35 PM,468
Servertelpa,co2,01/14/2020,09:45:35 PM,487
Servertelpa,co2,01/14/2020,09:30:35 PM,480
Servertelpa,co2,01/14/2020,09:15:35 PM,495
Servertelpa,co2,01/14/2020,09:00:35 PM,496
Servertelpa,co2,01/14/2020,08:45:35 PM,494
Servertelpa,co2,01/14/2020,08:30:35 PM,485
Servertelpa,co2,01/14/2020,08:15:35 PM,488
Servertelpa,co2,01/14/2020,08:00:35 PM,508
Servertelpa,co2,01/14/2020,07:45:35 PM,494
Servertelpa,co2,01/14/2020,07:30:35 PM,516
Servertelpa,co2,01/14/2020,07:15:35 PM,512
Servertelpa,co2,01/14/2020,07:00:35 PM,503
Servertelpa,co2,01/14/2020,06:45:35 PM,491
Servertelpa,co2,01/14/2020,06:30:35 PM,495
Servertelpa,co2,01/14/2020,06:15:35 PM,499
Servertelpa,co2,01/14/2020,06:00:35 PM,502
Servertelpa,co2,01/14/2020,05:45:35 PM,506
Servertelpa,co2,01/14/2020,05:30:35 PM,482
Servertelpa,co2,01/14/2020,05:15:35 PM,501
Servertelpa,co2,01/14/2020,05:00:35 PM,500
Servertelpa,co2,01/14/2020,04:45:35 PM,513
Servertelpa,co2,01/14/2020,04:30:35 PM,494
Servertelpa,co2,01/14/2020,04:15:35 PM,493
Servertelpa,co2,01/14/2020,04:00:35 PM,496
Servertelpa,co2,01/14/2020,03:45:35 PM,495
Servertelpa,co2,01/14/2020,03:30:35 PM,483
Servertelpa,co2,01/14/2020,03:15:35 PM,485
Servertelpa,co2,01/14/2020,03:00:36 PM,469
Servertelpa,co2,01/14/2020,02:45:36 PM,452
Servertelpa,co2,01/14/2020,02:30:36 PM,467
Servertelpa,co2,01/14/2020,02:15:36 PM,465
Servertelpa,co2,01/14/2020,02:00:36 PM,455
Servertelpa,co2,01/14/2020,01:45:36 PM,451
Servertelpa,co2,01/14/2020,01:30:36 PM,442
Servertelpa,co2,01/14/2020,01:15:36 PM,445
Servertelpa,co2,01/14/2020,01:00:36 PM,468
Servertelpa,co2,01/14/2020,12:45:36 PM,450
Servertelpa,co2,01/14/2020,12:30:36 PM,449
Servertelpa,co2,01/14/2020,12:15:36 PM,426
Servertelpa,co2,01/14/2020,12:00:36 PM,437
Servertelpa,co2,01/14/2020,11:45:36 AM,441
Servertelpa,co2,01/14/2020,11:30:36 AM,426
Servertelpa,co2,01/14/2020,11:15:36 AM,455
Servertelpa,co2,01/14/2020,11:00:36 AM,448
Servertelpa,co2,01/14/2020,10:45:36 AM,430
Servertelpa,co2,01/14/2020,10:30:36 AM,424
Servertelpa,co2,01/14/2020,10:15:36 AM,438
Servertelpa,co2,01/14/2020,10:00:36 AM,433
Servertelpa,co2,01/14/2020,09:45:36 AM,411
Servertelpa,co2,01/14/2020,09:30:36 AM,428
Servertelpa,co2,01/14/2020,09:15:36 AM,441
Servertelpa,co2,01/14/2020,09:00:36 AM,446
Servertelpa,co2,01/14/2020,08:45:36 AM,411
Servertelpa,co2,01/14/2020,08:30:36 AM,408
Servertelpa,co2,01/14/2020,08:15:36 AM,420
Servertelpa,co2,01/14/2020,08:00:36 AM,415
Servertelpa,co2,01/14/2020,07:45:36 AM,398
Servertelpa,co2,01/14/2020,07:30:36 AM,414
Servertelpa,co2,01/14/2020,07:15:36 AM,404
Servertelpa,co2,01/14/2020,07:00:36 AM,418
Servertelpa,co2,01/14/2020,06:45:36 AM,402
Servertelpa,co2,01/14/2020,06:30:36 AM,417
Servertelpa,co2,01/14/2020,06:15:36 AM,403
Servertelpa,co2,01/14/2020,06:00:36 AM,409
Servertelpa,co2,01/14/2020,05:45:36 AM,406
Servertelpa,co2,01/14/2020,05:30:36 AM,411
Servertelpa,co2,01/14/2020,05:15:37 AM,407
Servertelpa,co2,01/14/2020,05:00:37 AM,418
Servertelpa,co2,01/14/2020,04:45:37 AM,408
Servertelpa,co2,01/14/2020,04:30:37 AM,411
Servertelpa,co2,01/14/2020,04:15:37 AM,414
Servertelpa,co2,01/14/2020,04:00:37 AM,416
Servertelpa,co2,01/14/2020,03:45:37 AM,418
Servertelpa,co2,01/14/2020,03:30:37 AM,417
Servertelpa,co2,01/14/2020,03:15:37 AM,409
Servertelpa,co2,01/14/2020,03:00:37 AM,413
Servertelpa,co2,01/14/2020,02:45:37 AM,409
Servertelpa,co2,01/14/2020,02:30:37 AM,423
Servertelpa,co2,01/14/2020,02:15:37 AM,419
Servertelpa,co2,01/14/2020,02:00:37 AM,420
Servertelpa,co2,01/14/2020,01:45:37 AM,419
Servertelpa,co2,01/14/2020,01:30:37 AM,428
Servertelpa,co2,01/14/2020,01:15:37 AM,433
Servertelpa,co2,01/14/2020,01:00:37 AM,417
Servertelpa,co2,01/14/2020,12:45:37 AM,425
Servertelpa,co2,01/14/2020,12:30:37 AM,422
Servertelpa,co2,01/14/2020,12:15:37 AM,412
Servertelpa,co2,01/14/2020,12:00:37 AM,424
Servertelpa,co2,01/13/2020,11:45:37 PM,436
Servertelpa,co2,01/13/2020,11:30:37 PM,420
Servertelpa,co2,01/13/2020,11:15:37 PM,436
Servertelpa,co2,01/13/2020,11:00:37 PM,437
Servertelpa,co2,01/13/2020,10:45:37 PM,433
Servertelpa,co2,01/13/2020,10:30:37 PM,431
Servertelpa,co2,01/13/2020,10:15:37 PM,428
Servertelpa,co2,01/13/2020,10:00:37 PM,417
Servertelpa,co2,01/13/2020,09:45:37 PM,429
Servertelpa,co2,01/13/2020,09:30:37 PM,449
Servertelpa,co2,01/13/2020,09:15:37 PM,442
Servertelpa,co2,01/13/2020,09:00:37 PM,441
Servertelpa,co2,01/13/2020,08:45:37 PM,425
Servertelpa,co2,01/13/2020,08:30:37 PM,431
Servertelpa,co2,01/13/2020,08:15:37 PM,440
Servertelpa,co2,01/13/2020,08:00:37 PM,431
Servertelpa,co2,01/13/2020,07:30:38 PM,422
Servertelpa,co2,01/13/2020,07:15:38 PM,450
Servertelpa,co2,01/13/2020,07:00:38 PM,432
Servertelpa,co2,01/13/2020,06:45:38 PM,432
Servertelpa,co2,01/13/2020,06:30:38 PM,420
Servertelpa,co2,01/13/2020,06:15:38 PM,415
Servertelpa,co2,01/13/2020,06:00:38 PM,420
Servertelpa,co2,01/13/2020,05:45:38 PM,426
Servertelpa,co2,01/13/2020,05:30:38 PM,444
Servertelpa,co2,01/13/2020,05:15:38 PM,412
Servertelpa,co2,01/13/2020,05:00:38 PM,433
Servertelpa,co2,01/13/2020,04:45:38 PM,426
Servertelpa,co2,01/13/2020,04:30:38 PM,430
Servertelpa,co2,01/13/2020,04:15:38 PM,423
Servertelpa,co2,01/13/2020,04:00:38 PM,424
Servertelpa,co2,01/13/2020,03:45:38 PM,428
Servertelpa,co2,01/13/2020,03:30:38 PM,430
Servertelpa,co2,01/13/2020,03:15:38 PM,420
Servertelpa,co2,01/13/2020,03:00:38 PM,428
Servertelpa,co2,01/13/2020,02:45:38 PM,428
Servertelpa,co2,01/13/2020,02:30:38 PM,433
Servertelpa,co2,01/13/2020,02:15:38 PM,419
Servertelpa,co2,01/13/2020,02:00:38 PM,415
Servertelpa,co2,01/13/2020,01:45:38 PM,421
Servertelpa,co2,01/13/2020,01:30:38 PM,421
Servertelpa,co2,01/13/2020,01:15:38 PM,423
Servertelpa,co2,01/13/2020,01:00:38 PM,408
Servertelpa,co2,01/13/2020,12:45:38 PM,417
Servertelpa,co2,01/13/2020,12:30:38 PM,420
Servertelpa,co2,01/13/2020,12:15:38 PM,421
Servertelpa,co2,01/13/2020,11:45:38 AM,424
Servertelpa,co2,01/13/2020,11:30:38 AM,423
Servertelpa,co2,01/13/2020,11:15:38 AM,430
Servertelpa,co2,01/13/2020,11:00:38 AM,432
Servertelpa,co2,01/13/2020,10:45:38 AM,422
Servertelpa,co2,01/13/2020,10:30:38 AM,425
Servertelpa,co2,01/13/2020,10:15:38 AM,405
Servertelpa,co2,01/13/2020,10:00:38 AM,425
Servertelpa,co2,01/13/2020,09:45:39 AM,428
Servertelpa,co2,01/13/2020,09:30:39 AM,418
Servertelpa,co2,01/13/2020,09:15:39 AM,426
Servertelpa,co2,01/13/2020,09:00:39 AM,419
Servertelpa,co2,01/13/2020,08:45:39 AM,408
Servertelpa,co2,01/13/2020,08:15:39 AM,418
Servertelpa,co2,01/13/2020,08:00:39 AM,408
Servertelpa,co2,01/13/2020,07:45:39 AM,427
Servertelpa,co2,01/13/2020,07:30:39 AM,422
Servertelpa,co2,01/13/2020,07:15:39 AM,412
Servertelpa,co2,01/13/2020,07:00:39 AM,406
Servertelpa,co2,01/13/2020,06:45:39 AM,409
Servertelpa,co2,01/13/2020,06:30:39 AM,430
Servertelpa,co2,01/13/2020,06:15:39 AM,401
Servertelpa,co2,01/13/2020,06:00:39 AM,401
Servertelpa,co2,01/13/2020,05:45:39 AM,416
Servertelpa,co2,01/13/2020,05:30:39 AM,419
Servertelpa,co2,01/13/2020,05:15:39 AM,406
Servertelpa,co2,01/13/2020,05:00:39 AM,411
Servertelpa,co2,01/13/2020,04:45:39 AM,403
Servertelpa,co2,01/13/2020,04:30:39 AM,409
Servertelpa,co2,01/13/2020,04:15:39 AM,412
Servertelpa,co2,01/13/2020,03:45:39 AM,421
Servertelpa,co2,01/13/2020,03:30:39 AM,405
Servertelpa,co2,01/13/2020,03:15:39 AM,415
Servertelpa,co2,01/13/2020,03:00:39 AM,408
Servertelpa,co2,01/13/2020,02:45:39 AM,407
Servertelpa,co2,01/13/2020,02:30:39 AM,400
Servertelpa,co2,01/13/2020,02:15:39 AM,420
Servertelpa,co2,01/13/2020,02:00:39 AM,409
Servertelpa,co2,01/13/2020,01:45:39 AM,410
Servertelpa,co2,01/13/2020,01:30:39 AM,408
Servertelpa,co2,01/13/2020,01:15:39 AM,418
Servertelpa,co2,01/13/2020,01:00:39 AM,429
Servertelpa,co2,01/13/2020,12:45:39 AM,417
Servertelpa,co2,01/13/2020,12:30:39 AM,434
Servertelpa,co2,01/13/2020,12:15:39 AM,404
Servertelpa,co2,01/13/2020,12:00:39 AM,416
Servertelpa,co2,01/12/2020,11:45:40 PM,405
Servertelpa,co2,01/12/2020,11:30:40 PM,422
Servertelpa,co2,01/12/2020,11:00:40 PM,417
Servertelpa,co2,01/12/2020,10:45:40 PM,422
Servertelpa,co2,01/12/2020,10:30:40 PM,417
Servertelpa,co2,01/12/2020,10:15:40 PM,416
Servertelpa,co2,01/12/2020,10:00:40 PM,412
Servertelpa,co2,01/12/2020,09:45:40 PM,417
Servertelpa,co2,01/12/2020,09:30:40 PM,423
Servertelpa,co2,01/12/2020,09:15:40 PM,433
Servertelpa,co2,01/12/2020,09:00:40 PM,400
Servertelpa,co2,01/12/2020,08:45:40 PM,410
Servertelpa,co2,01/12/2020,08:30:40 PM,423
Servertelpa,co2,01/12/2020,08:15:40 PM,440
Servertelpa,co2,01/12/2020,08:00:40 PM,415
Servertelpa,co2,01/12/2020,07:45:40 PM,427
Servertelpa,co2,01/12/2020,07:30:40 PM,418
Servertelpa,co2,01/12/2020,07:15:40 PM,421
Servertelpa,co2,01/12/2020,07:00:40 PM,425
Servertelpa,co2,01/12/2020,06:45:40 PM,414
Servertelpa,co2,01/12/2020,06:30:40 PM,421
Servertelpa,co2,01/12/2020,06:15:40 PM,431
Servertelpa,co2,01/12/2020,06:00:40 PM,421
Servertelpa,co2,01/12/2020,05:45:40 PM,425
Servertelpa,co2,01/12/2020,05:30:40 PM,421
Servertelpa,co2,01/12/2020,05:15:40 PM,428
Servertelpa,co2,01/12/2020,05:00:40 PM,429
Servertelpa,co2,01/12/2020,04:45:40 PM,430
Servertelpa,co2,01/12/2020,04:30:40 PM,424
Servertelpa,co2,01/12/2020,04:15:40 PM,434
Servertelpa,co2,01/12/2020,04:00:40 PM,431
Servertelpa,co2,01/12/2020,03:45:40 PM,421
Servertelpa,co2,01/12/2020,03:30:40 PM,440
Servertelpa,co2,01/12/2020,03:15:40 PM,438
Servertelpa,co2,01/12/2020,03:00:40 PM,441
Servertelpa,co2,01/12/2020,02:45:40 PM,426
Servertelpa,co2,01/12/2020,02:30:40 PM,445
Servertelpa,co2,01/12/2020,02:15:40 PM,449
Servertelpa,co2,01/12/2020,02:00:41 PM,438
Servertelpa,co2,01/12/2020,01:45:41 PM,438
Servertelpa,co2,01/12/2020,01:30:41 PM,435
Servertelpa,co2,01/12/2020,01:15:41 PM,435
Servertelpa,co2,01/12/2020,12:45:41 PM,450
Servertelpa,co2,01/12/2020,12:30:41 PM,448
Servertelpa,co2,01/12/2020,12:15:41 PM,449
Servertelpa,co2,01/12/2020,12:00:41 PM,436
Servertelpa,co2,01/12/2020,11:45:41 AM,418
Servertelpa,co2,01/12/2020,11:30:41 AM,434
Servertelpa,co2,01/12/2020,11:15:41 AM,435
Servertelpa,co2,01/12/2020,11:00:41 AM,428
Servertelpa,co2,01/12/2020,10:45:41 AM,429
Servertelpa,co2,01/12/2020,10:30:41 AM,427
Servertelpa,co2,01/12/2020,10:15:41 AM,420
Servertelpa,co2,01/12/2020,10:00:41 AM,406
Servertelpa,co2,01/12/2020,09:45:41 AM,435
Servertelpa,co2,01/12/2020,09:30:41 AM,418
Servertelpa,co2,01/12/2020,09:15:41 AM,420
Servertelpa,co2,01/12/2020,09:00:41 AM,420
Servertelpa,co2,01/12/2020,08:45:41 AM,414
Servertelpa,co2,01/12/2020,08:30:41 AM,414
Servertelpa,co2,01/12/2020,08:15:41 AM,425
Servertelpa,co2,01/12/2020,08:00:41 AM,419
Servertelpa,co2,01/12/2020,07:45:41 AM,402
Servertelpa,co2,01/12/2020,07:30:41 AM,417
Servertelpa,co2,01/12/2020,07:15:41 AM,405
Servertelpa,co2,01/12/2020,07:00:41 AM,419
Servertelpa,co2,01/12/2020,06:45:41 AM,416
Servertelpa,co2,01/12/2020,06:30:41 AM,419
Servertelpa,co2,01/12/2020,06:15:41 AM,406
Servertelpa,co2,01/12/2020,06:00:41 AM,416
Servertelpa,co2,01/12/2020,05:45:41 AM,410
Servertelpa,co2,01/12/2020,05:30:41 AM,419
Servertelpa,co2,01/12/2020,05:15:41 AM,398
Servertelpa,co2,01/12/2020,05:00:41 AM,404
Servertelpa,co2,01/12/2020,04:45:41 AM,411
Servertelpa,co2,01/12/2020,04:30:41 AM,404
Servertelpa,co2,01/12/2020,04:15:42 AM,410
Servertelpa,co2,01/12/2020,04:00:42 AM,409
Servertelpa,co2,01/12/2020,03:45:42 AM,405
Servertelpa,co2,01/12/2020,03:30:42 AM,409
Servertelpa,co2,01/12/2020,03:15:42 AM,416
