id,room,type,date,time,value
1,Servertelpa,co2,01/17/2020,10:45:29 AM,400
2,Servertelpa,co2,01/17/2020,10:30:29 AM,427
3,Servertelpa,co2,01/17/2020,10:15:29 AM,420
4,Servertelpa,co2,01/17/2020,10:00:29 AM,420
5,Servertelpa,co2,01/17/2020,09:45:29 AM,419
6,Servertelpa,co2,01/17/2020,09:30:29 AM,417
7,Servertelpa,co2,01/17/2020,09:15:29 AM,404
8,Servertelpa,co2,01/17/2020,09:00:29 AM,412
9,Servertelpa,co2,01/17/2020,08:45:29 AM,412
10,Servertelpa,co2,01/17/2020,08:30:29 AM,412
11,Servertelpa,co2,01/17/2020,08:15:29 AM,415
12,Servertelpa,co2,01/17/2020,08:00:29 AM,397
13,Servertelpa,co2,01/17/2020,07:45:29 AM,424
14,Servertelpa,co2,01/17/2020,07:30:29 AM,408
15,Servertelpa,co2,01/17/2020,07:15:29 AM,407
16,Servertelpa,co2,01/17/2020,07:00:29 AM,399
17,Servertelpa,co2,01/17/2020,06:45:29 AM,406
18,Servertelpa,co2,01/17/2020,06:30:29 AM,399
19,Servertelpa,co2,01/17/2020,06:15:29 AM,418
20,Servertelpa,co2,01/17/2020,06:00:29 AM,400
21,Servertelpa,co2,01/17/2020,05:45:29 AM,417
22,Servertelpa,co2,01/17/2020,05:30:29 AM,422
23,Servertelpa,co2,01/17/2020,05:15:29 AM,409
24,Servertelpa,co2,01/17/2020,05:00:29 AM,408
25,Servertelpa,co2,01/17/2020,04:45:29 AM,415
26,Servertelpa,co2,01/17/2020,04:30:29 AM,414
27,Servertelpa,co2,01/17/2020,04:15:29 AM,412
28,Servertelpa,co2,01/17/2020,04:00:29 AM,416
29,Servertelpa,co2,01/17/2020,03:45:29 AM,411
30,Servertelpa,co2,01/17/2020,03:30:29 AM,412
31,Servertelpa,co2,01/17/2020,03:15:29 AM,418
32,Servertelpa,co2,01/17/2020,03:00:29 AM,431
33,Servertelpa,co2,01/17/2020,02:45:29 AM,410
34,Servertelpa,co2,01/17/2020,02:30:29 AM,424
35,Servertelpa,co2,01/17/2020,02:15:29 AM,415
36,Servertelpa,co2,01/17/2020,02:00:29 AM,421
37,Servertelpa,co2,01/17/2020,01:45:29 AM,420
38,Servertelpa,co2,01/17/2020,01:30:30 AM,418
39,Servertelpa,co2,01/17/2020,01:15:30 AM,422
40,Servertelpa,co2,01/17/2020,01:00:30 AM,424
41,Servertelpa,co2,01/17/2020,12:45:30 AM,429
42,Servertelpa,co2,01/17/2020,12:30:30 AM,427
43,Servertelpa,co2,01/17/2020,12:15:30 AM,436
44,Servertelpa,co2,01/17/2020,12:00:30 AM,427
45,Servertelpa,co2,01/16/2020,11:45:30 PM,417
46,Servertelpa,co2,01/16/2020,11:30:30 PM,418
47,Servertelpa,co2,01/16/2020,11:15:30 PM,436
48,Servertelpa,co2,01/16/2020,11:00:30 PM,433
49,Servertelpa,co2,01/16/2020,10:45:30 PM,431
50,Servertelpa,co2,01/16/2020,10:30:30 PM,430
51,Servertelpa,co2,01/16/2020,10:15:30 PM,434
52,Servertelpa,co2,01/16/2020,10:00:30 PM,430
53,Servertelpa,co2,01/16/2020,09:45:30 PM,439
54,Servertelpa,co2,01/16/2020,09:30:30 PM,437
55,Servertelpa,co2,01/16/2020,09:15:30 PM,455
56,Servertelpa,co2,01/16/2020,09:00:30 PM,437
57,Servertelpa,co2,01/16/2020,08:45:30 PM,458
58,Servertelpa,co2,01/16/2020,08:30:30 PM,439
59,Servertelpa,co2,01/16/2020,08:15:30 PM,440
60,Servertelpa,co2,01/16/2020,08:00:30 PM,441
61,Servertelpa,co2,01/16/2020,07:45:30 PM,427
62,Servertelpa,co2,01/16/2020,07:30:30 PM,452
63,Servertelpa,co2,01/16/2020,07:15:30 PM,437
64,Servertelpa,co2,01/16/2020,07:00:30 PM,436
65,Servertelpa,co2,01/16/2020,06:45:30 PM,440
66,Servertelpa,co2,01/16/2020,06:30:30 PM,443
67,Servertelpa,co2,01/16/2020,06:15:30 PM,455
68,Servertelpa,co2,01/16/2020,06:00:30 PM,434
69,Servertelpa,co2,01/16/2020,05:45:30 PM,440
70,Servertelpa,co2,01/16/2020,05:30:30 PM,456
71,Servertelpa,co2,01/16/2020,05:15:30 PM,431
72,Servertelpa,co2,01/16/2020,05:00:30 PM,439
73,Servertelpa,co2,01/16/2020,04:45:30 PM,447
74,Servertelpa,co2,01/16/2020,04:30:30 PM,450
75,Servertelpa,co2,01/16/2020,04:15:30 PM,430
76,Servertelpa,co2,01/16/2020,04:00:30 PM,439
77,Servertelpa,co2,01/16/2020,03:45:31 PM,442
78,Servertelpa,co2,01/16/2020,03:30:31 PM,434
79,Servertelpa,co2,01/16/2020,03:15:31 PM,441
80,Servertelpa,co2,01/16/2020,03:00:31 PM,440
81,Servertelpa,co2,01/16/2020,02:45:31 PM,442
82,Servertelpa,co2,01/16/2020,02:30:31 PM,433
83,Servertelpa,co2,01/16/2020,02:15:31 PM,442
84,Servertelpa,co2,01/16/2020,02:00:31 PM,427
85,Servertelpa,co2,01/16/2020,01:45:31 PM,441
86,Servertelpa,co2,01/16/2020,01:30:31 PM,425
87,Servertelpa,co2,01/16/2020,01:15:31 PM,429
88,Servertelpa,co2,01/16/2020,01:00:31 PM,437
89,Servertelpa,co2,01/16/2020,12:45:31 PM,422
90,Servertelpa,co2,01/16/2020,12:30:31 PM,431
91,Servertelpa,co2,01/16/2020,12:15:31 PM,415
92,Servertelpa,co2,01/16/2020,12:00:31 PM,426
93,Servertelpa,co2,01/16/2020,11:15:31 AM,420
94,Servertelpa,co2,01/16/2020,11:00:31 AM,428
95,Servertelpa,co2,01/16/2020,10:45:31 AM,426
96,Servertelpa,co2,01/16/2020,10:30:31 AM,421
97,Servertelpa,co2,01/16/2020,10:15:31 AM,419
98,Servertelpa,co2,01/16/2020,10:00:31 AM,405
99,Servertelpa,co2,01/16/2020,09:30:31 AM,418
100,Servertelpa,co2,01/16/2020,09:15:31 AM,407
101,Servertelpa,co2,01/16/2020,09:00:31 AM,420
102,Servertelpa,co2,01/16/2020,08:45:31 AM,419
103,Servertelpa,co2,01/16/2020,08:30:31 AM,407
104,Servertelpa,co2,01/16/2020,08:15:31 AM,420
105,Servertelpa,co2,01/16/2020,08:00:31 AM,426
106,Servertelpa,co2,01/16/2020,07:45:31 AM,431
107,Servertelpa,co2,01/16/2020,07:30:31 AM,418
108,Servertelpa,co2,01/16/2020,07:15:31 AM,397
109,Servertelpa,co2,01/16/2020,07:00:31 AM,398
110,Servertelpa,co2,01/16/2020,06:45:31 AM,413
111,Servertelpa,co2,01/16/2020,06:30:31 AM,429
112,Servertelpa,co2,01/16/2020,06:15:31 AM,407
113,Servertelpa,co2,01/16/2020,06:00:32 AM,410
114,Servertelpa,co2,01/16/2020,05:45:32 AM,423
115,Servertelpa,co2,01/16/2020,05:30:32 AM,420
116,Servertelpa,co2,01/16/2020,05:15:32 AM,439
117,Servertelpa,co2,01/16/2020,05:00:32 AM,430
118,Servertelpa,co2,01/16/2020,04:45:32 AM,439
119,Servertelpa,co2,01/16/2020,04:30:32 AM,423
120,Servertelpa,co2,01/16/2020,04:15:32 AM,434
121,Servertelpa,co2,01/16/2020,04:00:32 AM,419
122,Servertelpa,co2,01/16/2020,03:45:32 AM,423
123,Servertelpa,co2,01/16/2020,03:30:32 AM,412
124,Servertelpa,co2,01/16/2020,03:15:32 AM,423
125,Servertelpa,co2,01/16/2020,03:00:32 AM,418
126,Servertelpa,co2,01/16/2020,02:45:32 AM,419
127,Servertelpa,co2,01/16/2020,02:30:32 AM,431
128,Servertelpa,co2,01/16/2020,02:15:32 AM,429
129,Servertelpa,co2,01/16/2020,02:00:32 AM,442
130,Servertelpa,co2,01/16/2020,01:45:32 AM,411
131,Servertelpa,co2,01/16/2020,01:30:32 AM,431
132,Servertelpa,co2,01/16/2020,01:00:32 AM,441
133,Servertelpa,co2,01/16/2020,12:45:32 AM,428
134,Servertelpa,co2,01/16/2020,12:30:32 AM,438
135,Servertelpa,co2,01/16/2020,12:15:32 AM,431
136,Servertelpa,co2,01/16/2020,12:00:32 AM,441
137,Servertelpa,co2,01/15/2020,11:45:32 PM,436
138,Servertelpa,co2,01/15/2020,11:30:32 PM,440
139,Servertelpa,co2,01/15/2020,11:15:32 PM,434
140,Servertelpa,co2,01/15/2020,11:00:32 PM,468
141,Servertelpa,co2,01/15/2020,10:45:32 PM,453
142,Servertelpa,co2,01/15/2020,10:30:32 PM,446
143,Servertelpa,co2,01/15/2020,10:15:32 PM,447
144,Servertelpa,co2,01/15/2020,10:00:32 PM,485
145,Servertelpa,co2,01/15/2020,09:45:32 PM,447
146,Servertelpa,co2,01/15/2020,09:30:32 PM,451
147,Servertelpa,co2,01/15/2020,09:15:32 PM,458
148,Servertelpa,co2,01/15/2020,09:00:32 PM,467
149,Servertelpa,co2,01/15/2020,08:45:32 PM,468
150,Servertelpa,co2,01/15/2020,08:30:32 PM,461
151,Servertelpa,co2,01/15/2020,08:15:33 PM,485
152,Servertelpa,co2,01/15/2020,08:00:33 PM,470
153,Servertelpa,co2,01/15/2020,07:45:33 PM,479
154,Servertelpa,co2,01/15/2020,07:30:33 PM,489
155,Servertelpa,co2,01/15/2020,07:15:33 PM,472
156,Servertelpa,co2,01/15/2020,07:00:33 PM,490
157,Servertelpa,co2,01/15/2020,06:45:33 PM,476
158,Servertelpa,co2,01/15/2020,06:30:33 PM,497
159,Servertelpa,co2,01/15/2020,06:15:33 PM,474
160,Servertelpa,co2,01/15/2020,06:00:33 PM,492
161,Servertelpa,co2,01/15/2020,05:45:33 PM,486
162,Servertelpa,co2,01/15/2020,05:30:33 PM,497
163,Servertelpa,co2,01/15/2020,05:15:33 PM,487
164,Servertelpa,co2,01/15/2020,05:00:33 PM,506
165,Servertelpa,co2,01/15/2020,04:45:33 PM,501
166,Servertelpa,co2,01/15/2020,04:30:33 PM,477
167,Servertelpa,co2,01/15/2020,04:15:33 PM,491
168,Servertelpa,co2,01/15/2020,04:00:33 PM,501
169,Servertelpa,co2,01/15/2020,03:45:33 PM,485
170,Servertelpa,co2,01/15/2020,03:30:33 PM,478
171,Servertelpa,co2,01/15/2020,03:15:33 PM,473
172,Servertelpa,co2,01/15/2020,03:00:33 PM,459
173,Servertelpa,co2,01/15/2020,02:30:33 PM,455
174,Servertelpa,co2,01/15/2020,02:15:33 PM,456
175,Servertelpa,co2,01/15/2020,02:00:33 PM,462
176,Servertelpa,co2,01/15/2020,01:45:33 PM,457
177,Servertelpa,co2,01/15/2020,01:30:33 PM,469
178,Servertelpa,co2,01/15/2020,01:15:33 PM,460
179,Servertelpa,co2,01/15/2020,01:00:33 PM,437
180,Servertelpa,co2,01/15/2020,12:45:33 PM,446
181,Servertelpa,co2,01/15/2020,12:30:33 PM,441
182,Servertelpa,co2,01/15/2020,12:15:33 PM,444
183,Servertelpa,co2,01/15/2020,12:00:33 PM,456
184,Servertelpa,co2,01/15/2020,11:45:33 AM,440
185,Servertelpa,co2,01/15/2020,11:30:33 AM,442
186,Servertelpa,co2,01/15/2020,11:15:33 AM,437
187,Servertelpa,co2,01/15/2020,11:00:33 AM,431
188,Servertelpa,co2,01/15/2020,10:45:33 AM,433
189,Servertelpa,co2,01/15/2020,10:30:34 AM,443
190,Servertelpa,co2,01/15/2020,10:15:34 AM,436
191,Servertelpa,co2,01/15/2020,10:00:34 AM,437
192,Servertelpa,co2,01/15/2020,09:45:34 AM,434
193,Servertelpa,co2,01/15/2020,09:30:34 AM,444
194,Servertelpa,co2,01/15/2020,09:15:34 AM,422
195,Servertelpa,co2,01/15/2020,09:00:34 AM,420
196,Servertelpa,co2,01/15/2020,08:45:34 AM,435
197,Servertelpa,co2,01/15/2020,08:30:34 AM,411
198,Servertelpa,co2,01/15/2020,08:15:34 AM,424
199,Servertelpa,co2,01/15/2020,08:00:34 AM,412
200,Servertelpa,co2,01/15/2020,07:45:34 AM,407
201,Servertelpa,co2,01/15/2020,07:30:34 AM,414
202,Servertelpa,co2,01/15/2020,07:15:34 AM,415
203,Servertelpa,co2,01/15/2020,07:00:34 AM,410
204,Servertelpa,co2,01/15/2020,06:45:34 AM,403
205,Servertelpa,co2,01/15/2020,06:30:34 AM,404
206,Servertelpa,co2,01/15/2020,06:15:34 AM,426
207,Servertelpa,co2,01/15/2020,06:00:34 AM,404
208,Servertelpa,co2,01/15/2020,05:45:34 AM,435
209,Servertelpa,co2,01/15/2020,05:30:34 AM,419
210,Servertelpa,co2,01/15/2020,05:15:34 AM,409
211,Servertelpa,co2,01/15/2020,05:00:34 AM,428
212,Servertelpa,co2,01/15/2020,04:45:34 AM,430
213,Servertelpa,co2,01/15/2020,04:30:34 AM,432
214,Servertelpa,co2,01/15/2020,04:15:34 AM,419
215,Servertelpa,co2,01/15/2020,04:00:34 AM,421
216,Servertelpa,co2,01/15/2020,03:45:34 AM,422
217,Servertelpa,co2,01/15/2020,03:30:34 AM,423
218,Servertelpa,co2,01/15/2020,03:15:34 AM,419
219,Servertelpa,co2,01/15/2020,03:00:34 AM,414
220,Servertelpa,co2,01/15/2020,02:45:34 AM,424
221,Servertelpa,co2,01/15/2020,02:15:34 AM,418
222,Servertelpa,co2,01/15/2020,02:00:34 AM,440
223,Servertelpa,co2,01/15/2020,01:45:34 AM,454
224,Servertelpa,co2,01/15/2020,01:30:34 AM,436
225,Servertelpa,co2,01/15/2020,01:15:34 AM,439
226,Servertelpa,co2,01/15/2020,01:00:34 AM,437
227,Servertelpa,co2,01/15/2020,12:45:35 AM,451
228,Servertelpa,co2,01/15/2020,12:30:35 AM,435
229,Servertelpa,co2,01/15/2020,12:15:35 AM,445
230,Servertelpa,co2,01/15/2020,12:00:35 AM,451
231,Servertelpa,co2,01/14/2020,11:45:35 PM,449
232,Servertelpa,co2,01/14/2020,11:30:35 PM,462
233,Servertelpa,co2,01/14/2020,11:15:35 PM,447
234,Servertelpa,co2,01/14/2020,11:00:35 PM,464
235,Servertelpa,co2,01/14/2020,10:45:35 PM,470
236,Servertelpa,co2,01/14/2020,10:30:35 PM,473
237,Servertelpa,co2,01/14/2020,10:15:35 PM,463
238,Servertelpa,co2,01/14/2020,10:00:35 PM,468
239,Servertelpa,co2,01/14/2020,09:45:35 PM,487
240,Servertelpa,co2,01/14/2020,09:30:35 PM,480
241,Servertelpa,co2,01/14/2020,09:15:35 PM,495
242,Servertelpa,co2,01/14/2020,09:00:35 PM,496
243,Servertelpa,co2,01/14/2020,08:45:35 PM,494
244,Servertelpa,co2,01/14/2020,08:30:35 PM,485
245,Servertelpa,co2,01/14/2020,08:15:35 PM,488
246,Servertelpa,co2,01/14/2020,08:00:35 PM,508
247,Servertelpa,co2,01/14/2020,07:45:35 PM,494
248,Servertelpa,co2,01/14/2020,07:30:35 PM,516
249,Servertelpa,co2,01/14/2020,07:15:35 PM,512
250,Servertelpa,co2,01/14/2020,07:00:35 PM,503
251,Servertelpa,co2,01/14/2020,06:45:35 PM,491
252,Servertelpa,co2,01/14/2020,06:30:35 PM,495
253,Servertelpa,co2,01/14/2020,06:15:35 PM,499
254,Servertelpa,co2,01/14/2020,06:00:35 PM,502
255,Servertelpa,co2,01/14/2020,05:45:35 PM,506
256,Servertelpa,co2,01/14/2020,05:30:35 PM,482
257,Servertelpa,co2,01/14/2020,05:15:35 PM,501
258,Servertelpa,co2,01/14/2020,05:00:35 PM,500
259,Servertelpa,co2,01/14/2020,04:45:35 PM,513
260,Servertelpa,co2,01/14/2020,04:30:35 PM,494
261,Servertelpa,co2,01/14/2020,04:15:35 PM,493
262,Servertelpa,co2,01/14/2020,04:00:35 PM,496
263,Servertelpa,co2,01/14/2020,03:45:35 PM,495
264,Servertelpa,co2,01/14/2020,03:30:35 PM,483
265,Servertelpa,co2,01/14/2020,03:15:35 PM,485
266,Servertelpa,co2,01/14/2020,03:00:36 PM,469
267,Servertelpa,co2,01/14/2020,02:45:36 PM,452
268,Servertelpa,co2,01/14/2020,02:30:36 PM,467
269,Servertelpa,co2,01/14/2020,02:15:36 PM,465
270,Servertelpa,co2,01/14/2020,02:00:36 PM,455
271,Servertelpa,co2,01/14/2020,01:45:36 PM,451
272,Servertelpa,co2,01/14/2020,01:30:36 PM,442
273,Servertelpa,co2,01/14/2020,01:15:36 PM,445
274,Servertelpa,co2,01/14/2020,01:00:36 PM,468
275,Servertelpa,co2,01/14/2020,12:45:36 PM,450
276,Servertelpa,co2,01/14/2020,12:30:36 PM,449
277,Servertelpa,co2,01/14/2020,12:15:36 PM,426
278,Servertelpa,co2,01/14/2020,12:00:36 PM,437
279,Servertelpa,co2,01/14/2020,11:45:36 AM,441
280,Servertelpa,co2,01/14/2020,11:30:36 AM,426
281,Servertelpa,co2,01/14/2020,11:15:36 AM,455
282,Servertelpa,co2,01/14/2020,11:00:36 AM,448
283,Servertelpa,co2,01/14/2020,10:45:36 AM,430
284,Servertelpa,co2,01/14/2020,10:30:36 AM,424
285,Servertelpa,co2,01/14/2020,10:15:36 AM,438
286,Servertelpa,co2,01/14/2020,10:00:36 AM,433
287,Servertelpa,co2,01/14/2020,09:45:36 AM,411
288,Servertelpa,co2,01/14/2020,09:30:36 AM,428
289,Servertelpa,co2,01/14/2020,09:15:36 AM,441
290,Servertelpa,co2,01/14/2020,09:00:36 AM,446
291,Servertelpa,co2,01/14/2020,08:45:36 AM,411
292,Servertelpa,co2,01/14/2020,08:30:36 AM,408
293,Servertelpa,co2,01/14/2020,08:15:36 AM,420
294,Servertelpa,co2,01/14/2020,08:00:36 AM,415
295,Servertelpa,co2,01/14/2020,07:45:36 AM,398
296,Servertelpa,co2,01/14/2020,07:30:36 AM,414
297,Servertelpa,co2,01/14/2020,07:15:36 AM,404
298,Servertelpa,co2,01/14/2020,07:00:36 AM,418
299,Servertelpa,co2,01/14/2020,06:45:36 AM,402
300,Servertelpa,co2,01/14/2020,06:30:36 AM,417
301,Servertelpa,co2,01/14/2020,06:15:36 AM,403
302,Servertelpa,co2,01/14/2020,06:00:36 AM,409
303,Servertelpa,co2,01/14/2020,05:45:36 AM,406
304,Servertelpa,co2,01/14/2020,05:30:36 AM,411
305,Servertelpa,co2,01/14/2020,05:15:37 AM,407
306,Servertelpa,co2,01/14/2020,05:00:37 AM,418
307,Servertelpa,co2,01/14/2020,04:45:37 AM,408
308,Servertelpa,co2,01/14/2020,04:30:37 AM,411
309,Servertelpa,co2,01/14/2020,04:15:37 AM,414
310,Servertelpa,co2,01/14/2020,04:00:37 AM,416
311,Servertelpa,co2,01/14/2020,03:45:37 AM,418
312,Servertelpa,co2,01/14/2020,03:30:37 AM,417
313,Servertelpa,co2,01/14/2020,03:15:37 AM,409
314,Servertelpa,co2,01/14/2020,03:00:37 AM,413
315,Servertelpa,co2,01/14/2020,02:45:37 AM,409
316,Servertelpa,co2,01/14/2020,02:30:37 AM,423
317,Servertelpa,co2,01/14/2020,02:15:37 AM,419
318,Servertelpa,co2,01/14/2020,02:00:37 AM,420
319,Servertelpa,co2,01/14/2020,01:45:37 AM,419
320,Servertelpa,co2,01/14/2020,01:30:37 AM,428
321,Servertelpa,co2,01/14/2020,01:15:37 AM,433
322,Servertelpa,co2,01/14/2020,01:00:37 AM,417
323,Servertelpa,co2,01/14/2020,12:45:37 AM,425
324,Servertelpa,co2,01/14/2020,12:30:37 AM,422
325,Servertelpa,co2,01/14/2020,12:15:37 AM,412
326,Servertelpa,co2,01/14/2020,12:00:37 AM,424
327,Servertelpa,co2,01/13/2020,11:45:37 PM,436
328,Servertelpa,co2,01/13/2020,11:30:37 PM,420
329,Servertelpa,co2,01/13/2020,11:15:37 PM,436
330,Servertelpa,co2,01/13/2020,11:00:37 PM,437
331,Servertelpa,co2,01/13/2020,10:45:37 PM,433
332,Servertelpa,co2,01/13/2020,10:30:37 PM,431
333,Servertelpa,co2,01/13/2020,10:15:37 PM,428
334,Servertelpa,co2,01/13/2020,10:00:37 PM,417
335,Servertelpa,co2,01/13/2020,09:45:37 PM,429
336,Servertelpa,co2,01/13/2020,09:30:37 PM,449
337,Servertelpa,co2,01/13/2020,09:15:37 PM,442
338,Servertelpa,co2,01/13/2020,09:00:37 PM,441
339,Servertelpa,co2,01/13/2020,08:45:37 PM,425
340,Servertelpa,co2,01/13/2020,08:30:37 PM,431
341,Servertelpa,co2,01/13/2020,08:15:37 PM,440
342,Servertelpa,co2,01/13/2020,08:00:37 PM,431
343,Servertelpa,co2,01/13/2020,07:30:38 PM,422
344,Servertelpa,co2,01/13/2020,07:15:38 PM,450
345,Servertelpa,co2,01/13/2020,07:00:38 PM,432
346,Servertelpa,co2,01/13/2020,06:45:38 PM,432
347,Servertelpa,co2,01/13/2020,06:30:38 PM,420
348,Servertelpa,co2,01/13/2020,06:15:38 PM,415
349,Servertelpa,co2,01/13/2020,06:00:38 PM,420
350,Servertelpa,co2,01/13/2020,05:45:38 PM,426
351,Servertelpa,co2,01/13/2020,05:30:38 PM,444
352,Servertelpa,co2,01/13/2020,05:15:38 PM,412
353,Servertelpa,co2,01/13/2020,05:00:38 PM,433
354,Servertelpa,co2,01/13/2020,04:45:38 PM,426
355,Servertelpa,co2,01/13/2020,04:30:38 PM,430
356,Servertelpa,co2,01/13/2020,04:15:38 PM,423
357,Servertelpa,co2,01/13/2020,04:00:38 PM,424
358,Servertelpa,co2,01/13/2020,03:45:38 PM,428
359,Servertelpa,co2,01/13/2020,03:30:38 PM,430
360,Servertelpa,co2,01/13/2020,03:15:38 PM,420
361,Servertelpa,co2,01/13/2020,03:00:38 PM,428
362,Servertelpa,co2,01/13/2020,02:45:38 PM,428
363,Servertelpa,co2,01/13/2020,02:30:38 PM,433
364,Servertelpa,co2,01/13/2020,02:15:38 PM,419
365,Servertelpa,co2,01/13/2020,02:00:38 PM,415
366,Servertelpa,co2,01/13/2020,01:45:38 PM,421
367,Servertelpa,co2,01/13/2020,01:30:38 PM,421
368,Servertelpa,co2,01/13/2020,01:15:38 PM,423
369,Servertelpa,co2,01/13/2020,01:00:38 PM,408
370,Servertelpa,co2,01/13/2020,12:45:38 PM,417
371,Servertelpa,co2,01/13/2020,12:30:38 PM,420
372,Servertelpa,co2,01/13/2020,12:15:38 PM,421
373,Servertelpa,co2,01/13/2020,11:45:38 AM,424
374,Servertelpa,co2,01/13/2020,11:30:38 AM,423
375,Servertelpa,co2,01/13/2020,11:15:38 AM,430
376,Servertelpa,co2,01/13/2020,11:00:38 AM,432
377,Servertelpa,co2,01/13/2020,10:45:38 AM,422
378,Servertelpa,co2,01/13/2020,10:30:38 AM,425
379,Servertelpa,co2,01/13/2020,10:15:38 AM,405
380,Servertelpa,co2,01/13/2020,10:00:38 AM,425
381,Servertelpa,co2,01/13/2020,09:45:39 AM,428
382,Servertelpa,co2,01/13/2020,09:30:39 AM,418
383,Servertelpa,co2,01/13/2020,09:15:39 AM,426
384,Servertelpa,co2,01/13/2020,09:00:39 AM,419
385,Servertelpa,co2,01/13/2020,08:45:39 AM,408
386,Servertelpa,co2,01/13/2020,08:15:39 AM,418
387,Servertelpa,co2,01/13/2020,08:00:39 AM,408
388,Servertelpa,co2,01/13/2020,07:45:39 AM,427
389,Servertelpa,co2,01/13/2020,07:30:39 AM,422
390,Servertelpa,co2,01/13/2020,07:15:39 AM,412
391,Servertelpa,co2,01/13/2020,07:00:39 AM,406
392,Servertelpa,co2,01/13/2020,06:45:39 AM,409
393,Servertelpa,co2,01/13/2020,06:30:39 AM,430
394,Servertelpa,co2,01/13/2020,06:15:39 AM,401
395,Servertelpa,co2,01/13/2020,06:00:39 AM,401
396,Servertelpa,co2,01/13/2020,05:45:39 AM,416
397,Servertelpa,co2,01/13/2020,05:30:39 AM,419
398,Servertelpa,co2,01/13/2020,05:15:39 AM,406
399,Servertelpa,co2,01/13/2020,05:00:39 AM,411
400,Servertelpa,co2,01/13/2020,04:45:39 AM,403
401,Servertelpa,co2,01/13/2020,04:30:39 AM,409
402,Servertelpa,co2,01/13/2020,04:15:39 AM,412
403,Servertelpa,co2,01/13/2020,03:45:39 AM,421
404,Servertelpa,co2,01/13/2020,03:30:39 AM,405
405,Servertelpa,co2,01/13/2020,03:15:39 AM,415
406,Servertelpa,co2,01/13/2020,03:00:39 AM,408
407,Servertelpa,co2,01/13/2020,02:45:39 AM,407
408,Servertelpa,co2,01/13/2020,02:30:39 AM,400
409,Servertelpa,co2,01/13/2020,02:15:39 AM,420
410,Servertelpa,co2,01/13/2020,02:00:39 AM,409
411,Servertelpa,co2,01/13/2020,01:45:39 AM,410
412,Servertelpa,co2,01/13/2020,01:30:39 AM,408
413,Servertelpa,co2,01/13/2020,01:15:39 AM,418
414,Servertelpa,co2,01/13/2020,01:00:39 AM,429
415,Servertelpa,co2,01/13/2020,12:45:39 AM,417
416,Servertelpa,co2,01/13/2020,12:30:39 AM,434
417,Servertelpa,co2,01/13/2020,12:15:39 AM,404
418,Servertelpa,co2,01/13/2020,12:00:39 AM,416
419,Servertelpa,co2,01/12/2020,11:45:40 PM,405
420,Servertelpa,co2,01/12/2020,11:30:40 PM,422
421,Servertelpa,co2,01/12/2020,11:00:40 PM,417
422,Servertelpa,co2,01/12/2020,10:45:40 PM,422
423,Servertelpa,co2,01/12/2020,10:30:40 PM,417
424,Servertelpa,co2,01/12/2020,10:15:40 PM,416
425,Servertelpa,co2,01/12/2020,10:00:40 PM,412
426,Servertelpa,co2,01/12/2020,09:45:40 PM,417
427,Servertelpa,co2,01/12/2020,09:30:40 PM,423
428,Servertelpa,co2,01/12/2020,09:15:40 PM,433
429,Servertelpa,co2,01/12/2020,09:00:40 PM,400
430,Servertelpa,co2,01/12/2020,08:45:40 PM,410
431,Servertelpa,co2,01/12/2020,08:30:40 PM,423
432,Servertelpa,co2,01/12/2020,08:15:40 PM,440
433,Servertelpa,co2,01/12/2020,08:00:40 PM,415
434,Servertelpa,co2,01/12/2020,07:45:40 PM,427
435,Servertelpa,co2,01/12/2020,07:30:40 PM,418
436,Servertelpa,co2,01/12/2020,07:15:40 PM,421
437,Servertelpa,co2,01/12/2020,07:00:40 PM,425
438,Servertelpa,co2,01/12/2020,06:45:40 PM,414
439,Servertelpa,co2,01/12/2020,06:30:40 PM,421
440,Servertelpa,co2,01/12/2020,06:15:40 PM,431
441,Servertelpa,co2,01/12/2020,06:00:40 PM,421
442,Servertelpa,co2,01/12/2020,05:45:40 PM,425
443,Servertelpa,co2,01/12/2020,05:30:40 PM,421
444,Servertelpa,co2,01/12/2020,05:15:40 PM,428
445,Servertelpa,co2,01/12/2020,05:00:40 PM,429
446,Servertelpa,co2,01/12/2020,04:45:40 PM,430
447,Servertelpa,co2,01/12/2020,04:30:40 PM,424
448,Servertelpa,co2,01/12/2020,04:15:40 PM,434
449,Servertelpa,co2,01/12/2020,04:00:40 PM,431
450,Servertelpa,co2,01/12/2020,03:45:40 PM,421
451,Servertelpa,co2,01/12/2020,03:30:40 PM,440
452,Servertelpa,co2,01/12/2020,03:15:40 PM,438
453,Servertelpa,co2,01/12/2020,03:00:40 PM,441
454,Servertelpa,co2,01/12/2020,02:45:40 PM,426
455,Servertelpa,co2,01/12/2020,02:30:40 PM,445
456,Servertelpa,co2,01/12/2020,02:15:40 PM,449
457,Servertelpa,co2,01/12/2020,02:00:41 PM,438
458,Servertelpa,co2,01/12/2020,01:45:41 PM,438
459,Servertelpa,co2,01/12/2020,01:30:41 PM,435
460,Servertelpa,co2,01/12/2020,01:15:41 PM,435
461,Servertelpa,co2,01/12/2020,12:45:41 PM,450
462,Servertelpa,co2,01/12/2020,12:30:41 PM,448
463,Servertelpa,co2,01/12/2020,12:15:41 PM,449
464,Servertelpa,co2,01/12/2020,12:00:41 PM,436
465,Servertelpa,co2,01/12/2020,11:45:41 AM,418
466,Servertelpa,co2,01/12/2020,11:30:41 AM,434
